Path,Current Value,Recommended Fix
/products/hempthy-1500mg-cbd-fizzy-bottles-gummy-mix-300-pieces,https://vapourism.myshopify.com/products/hempthy-1500mg-cbd-fizzy-bottles-gummy-mix-300-pieces,https://www.vapourism.co.uk/products/hempthy-1500mg-cbd-fizzy-bottles-gummy-mix-300-pieces
/products/mystic-juice-100ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/mystic-juice-100ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/mystic-juice-100ml-shortfill-0mg-70vg-30pg
/products/11mg-ubbs-cola-ice-strong-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/11mg-ubbs-cola-ice-strong-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/11mg-ubbs-cola-ice-strong-nicotine-pouches-20-pouches
/products/cbc-50mg-cbc-muscle-balm-50ml,https://vapourism.myshopify.com/products/cbc-50mg-cbc-muscle-balm-50ml,https://www.vapourism.co.uk/products/cbc-50mg-cbc-muscle-balm-50ml
/products/uwell-caliburn-koko-replacement-pods,https://vapourism.myshopify.com/products/uwell-caliburn-koko-replacement-pods,https://www.vapourism.co.uk/products/uwell-caliburn-koko-replacement-pods
/products/10mg-get-faked-salts-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/10mg-get-faked-salts-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/10mg-get-faked-salts-10ml-nic-salts-50vg-50pg
/products/hemp-fuel-85-broad-spectrum-cbd-crumble-wedding-cake-1g,https://vapourism.myshopify.com/products/hemp-fuel-85-broad-spectrum-cbd-crumble-wedding-cake-1g,https://www.vapourism.co.uk/products/hemp-fuel-85-broad-spectrum-cbd-crumble-wedding-cake-1g
/products/why-so-cbd-1200mg-full-spectrum-cbd-shot-10ml,https://vapourism.myshopify.com/products/why-so-cbd-1200mg-full-spectrum-cbd-shot-10ml,https://www.vapourism.co.uk/products/why-so-cbd-1200mg-full-spectrum-cbd-shot-10ml
/collections/hayati-x4,https://vapourism.myshopify.com/collections/hayati-x4,https://www.vapourism.co.uk/collections/hayati-x4
/products/20mg-the-panther-series-by-dr-vapes-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/20mg-the-panther-series-by-dr-vapes-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/20mg-the-panther-series-by-dr-vapes-10ml-nic-salt-50vg-50pg
/products/trip-cbd-300mg-cbd-oil-with-chamomile-15ml,https://vapourism.myshopify.com/products/trip-cbd-300mg-cbd-oil-with-chamomile-15ml,https://www.vapourism.co.uk/products/trip-cbd-300mg-cbd-oil-with-chamomile-15ml
/products/11mg-pod-salt-origins-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/11mg-pod-salt-origins-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/11mg-pod-salt-origins-10ml-nic-salt-50vg-50pg
/products/triple-treats-100ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/triple-treats-100ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/triple-treats-100ml-shortfill-0mg-70vg-30pg
/products/king-cbd-1000mg-cbd-e-liquid-120ml-80vg-20pg-buy-1-get-1-free,https://vapourism.myshopify.com/products/king-cbd-1000mg-cbd-e-liquid-120ml-80vg-20pg-buy-1-get-1-free,https://www.vapourism.co.uk/products/king-cbd-1000mg-cbd-e-liquid-120ml-80vg-20pg-buy-1-get-1-free
/products/0mg-fantasi-ice-100ml-shortfill-50vg-50pg,https://vapourism.myshopify.com/products/0mg-fantasi-ice-100ml-shortfill-50vg-50pg,https://www.vapourism.co.uk/products/0mg-fantasi-ice-100ml-shortfill-50vg-50pg
/products/the-unusual-tea-company-3-cbd-hemp-tea-english-breakfast-40g,https://vapourism.myshopify.com/products/the-unusual-tea-company-3-cbd-hemp-tea-english-breakfast-40g,https://www.vapourism.co.uk/products/the-unusual-tea-company-3-cbd-hemp-tea-english-breakfast-40g
/products/uwell-caliburn-g-replacement-pods,https://vapourism.myshopify.com/products/uwell-caliburn-g-replacement-pods,https://www.vapourism.co.uk/products/uwell-caliburn-g-replacement-pods
/products/juice-bar-100ml-shortfill-0mg-50vg-50pg,https://vapourism.myshopify.com/products/juice-bar-100ml-shortfill-0mg-50vg-50pg,https://www.vapourism.co.uk/products/juice-bar-100ml-shortfill-0mg-50vg-50pg
/products/purple-dank-1000mg-cbd-raw-paste-with-natural-terpenes-dog-walker-buy-1-get-1-free,https://vapourism.myshopify.com/products/purple-dank-1000mg-cbd-raw-paste-with-natural-terpenes-dog-walker-buy-1-get-1-free,https://www.vapourism.co.uk/products/purple-dank-1000mg-cbd-raw-paste-with-natural-terpenes-dog-walker-buy-1-get-1-free
/products/0mg-ezee-e-cigarette-cartridges-tobacco-1050-puffs,https://vapourism.myshopify.com/products/0mg-ezee-e-cigarette-cartridges-tobacco-1050-puffs,https://www.vapourism.co.uk/products/0mg-ezee-e-cigarette-cartridges-tobacco-1050-puffs
/products/vita-canna-500mg-cbd-cooling-cream-50ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/vita-canna-500mg-cbd-cooling-cream-50ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/vita-canna-500mg-cbd-cooling-cream-50ml-buy-1-get-1-free
/products/aztec-cbd-300mg-cbd-oil-drops-10ml,https://vapourism.myshopify.com/products/aztec-cbd-300mg-cbd-oil-drops-10ml,https://www.vapourism.co.uk/products/aztec-cbd-300mg-cbd-oil-drops-10ml
/products/11mg-ubbs-berry-strong-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/11mg-ubbs-berry-strong-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/11mg-ubbs-berry-strong-nicotine-pouches-20-pouches
/products/dk-blazed-n-glazed-2000mg-cbd-e-liquid-120ml-50vg-50pg,https://vapourism.myshopify.com/products/dk-blazed-n-glazed-2000mg-cbd-e-liquid-120ml-50vg-50pg,https://www.vapourism.co.uk/products/dk-blazed-n-glazed-2000mg-cbd-e-liquid-120ml-50vg-50pg
/products/orange-county-cbd-1200mg-cbd-fizzy-peach-rings-small-tub,https://vapourism.myshopify.com/products/orange-county-cbd-1200mg-cbd-fizzy-peach-rings-small-tub,https://www.vapourism.co.uk/products/orange-county-cbd-1200mg-cbd-fizzy-peach-rings-small-tub
/products/realest-cbd-500mg-80-broad-spectrum-cbd-crumble-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-500mg-80-broad-spectrum-cbd-crumble-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-500mg-80-broad-spectrum-cbd-crumble-buy-1-get-1-free
/products/20mg-aisu-by-zap-juice-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/20mg-aisu-by-zap-juice-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/20mg-aisu-by-zap-juice-10ml-nic-salts-50vg-50pg
/products/20mg-voopoo-argus-bar-neon-2k-prefilled-pod-vape-kit,https://vapourism.myshopify.com/products/20mg-voopoo-argus-bar-neon-2k-prefilled-pod-vape-kit,https://www.vapourism.co.uk/products/20mg-voopoo-argus-bar-neon-2k-prefilled-pod-vape-kit
/products/20mg-angel-20k-by-vapes-bars-holiday-edition-prefilled-pod-vape-kit,https://vapourism.myshopify.com/products/20mg-angel-20k-by-vapes-bars-holiday-edition-prefilled-pod-vape-kit,https://www.vapourism.co.uk/products/20mg-angel-20k-by-vapes-bars-holiday-edition-prefilled-pod-vape-kit
/products/20mg-pixie-juice-volume-2-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/20mg-pixie-juice-volume-2-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/20mg-pixie-juice-volume-2-10ml-nic-salts-50vg-50pg
/products/5mg-imp-jar-select-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/5mg-imp-jar-select-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/5mg-imp-jar-select-10ml-nic-salt-50vg-50pg
/products/realest-cbd-500mg-cbg-isolate-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-500mg-cbg-isolate-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-500mg-cbg-isolate-buy-1-get-1-free
/products/realest-cbd-1500mg-terpene-infused-cbg-booster-shot-10ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-1500mg-terpene-infused-cbg-booster-shot-10ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-1500mg-terpene-infused-cbg-booster-shot-10ml-buy-1-get-1-free
/products/kiwi-vapour-kiwi-1-starter-vape-kit-13w,https://vapourism.myshopify.com/products/kiwi-vapour-kiwi-1-starter-vape-kit-13w,https://www.vapourism.co.uk/products/kiwi-vapour-kiwi-1-starter-vape-kit-13w
/products/20mg-riot-x-10ml-nic-salts-by-riot-squad-50vg-50pg,https://vapourism.myshopify.com/products/20mg-riot-x-10ml-nic-salts-by-riot-squad-50vg-50pg,https://www.vapourism.co.uk/products/20mg-riot-x-10ml-nic-salts-by-riot-squad-50vg-50pg
/products/5cbd-by-british-cannabis-500mg-cbd-full-plant-extract-california-orange-10ml,https://vapourism.myshopify.com/products/5cbd-by-british-cannabis-500mg-cbd-full-plant-extract-california-orange-10ml,https://www.vapourism.co.uk/products/5cbd-by-british-cannabis-500mg-cbd-full-plant-extract-california-orange-10ml
/products/vickermans-lemonade-100ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/vickermans-lemonade-100ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/vickermans-lemonade-100ml-shortfill-0mg-70vg-30pg
/products/cbtea-500mg-cold-pressed-full-spectrum-cbd-berry-fruit-tea-200g,https://vapourism.myshopify.com/products/cbtea-500mg-cold-pressed-full-spectrum-cbd-berry-fruit-tea-200g,https://www.vapourism.co.uk/products/cbtea-500mg-cold-pressed-full-spectrum-cbd-berry-fruit-tea-200g
/products/realest-cbd-450mg-broad-spectrum-cbd-10ml-hemp-oil-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-450mg-broad-spectrum-cbd-10ml-hemp-oil-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-450mg-broad-spectrum-cbd-10ml-hemp-oil-buy-1-get-1-free
/products/6mg-vito-nicotine-pouches-20-pouches,https://vapourism.myshopify.com/products/6mg-vito-nicotine-pouches-20-pouches,https://www.vapourism.co.uk/products/6mg-vito-nicotine-pouches-20-pouches
/products/sensi-skin-100mg-cbd-cooling-balm-100g-buy-1-get-1-free,https://vapourism.myshopify.com/products/sensi-skin-100mg-cbd-cooling-balm-100g-buy-1-get-1-free,https://www.vapourism.co.uk/products/sensi-skin-100mg-cbd-cooling-balm-100g-buy-1-get-1-free
/products/voyager-2000mg-cbd-oil-30ml,https://vapourism.myshopify.com/products/voyager-2000mg-cbd-oil-30ml,https://www.vapourism.co.uk/products/voyager-2000mg-cbd-oil-30ml
/collections/elux-legend,https://vapourism.myshopify.com/collections/elux-legend,https://www.vapourism.co.uk/collections/elux-legend
/products/why-so-cbd-500mg-broad-spectrum-cbd-small-vegan-gummies-11-flavours,https://vapourism.myshopify.com/products/why-so-cbd-500mg-broad-spectrum-cbd-small-vegan-gummies-11-flavours,https://www.vapourism.co.uk/products/why-so-cbd-500mg-broad-spectrum-cbd-small-vegan-gummies-11-flavours
/products/18mg-ohm-brew-balanced-blend-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/18mg-ohm-brew-balanced-blend-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/18mg-ohm-brew-balanced-blend-10ml-nic-salts-50vg-50pg
/products/oxva-nexlim-pod-vape-kit-40w,https://vapourism.myshopify.com/products/oxva-nexlim-pod-vape-kit-40w,https://www.vapourism.co.uk/products/oxva-nexlim-pod-vape-kit-40w
/products/20mg-ske-crystal-pro-replacement-prefilled-pods-2ml-1200-puffs-2-pcs,https://vapourism.myshopify.com/products/20mg-ske-crystal-pro-replacement-prefilled-pods-2ml-1200-puffs-2-pcs,https://www.vapourism.co.uk/products/20mg-ske-crystal-pro-replacement-prefilled-pods-2ml-1200-puffs-2-pcs
/products/king-cbd-7000mg-cbd-e-liquid-120ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/king-cbd-7000mg-cbd-e-liquid-120ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/king-cbd-7000mg-cbd-e-liquid-120ml-buy-1-get-1-free
/products/summer-soda-50ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/summer-soda-50ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/summer-soda-50ml-shortfill-0mg-70vg-30pg
/products/15mg-pure-nic-flavourless-nicotine-shot-10ml-70vg,https://vapourism.myshopify.com/products/15mg-pure-nic-flavourless-nicotine-shot-10ml-70vg,https://www.vapourism.co.uk/products/15mg-pure-nic-flavourless-nicotine-shot-10ml-70vg
/products/innaree-60mg-cbd-lip-oil-10ml,https://vapourism.myshopify.com/products/innaree-60mg-cbd-lip-oil-10ml,https://www.vapourism.co.uk/products/innaree-60mg-cbd-lip-oil-10ml
/products/20mg-bar-juice-5000-nic-salts-10ml-40vg-60pg,https://vapourism.myshopify.com/products/20mg-bar-juice-5000-nic-salts-10ml-40vg-60pg,https://www.vapourism.co.uk/products/20mg-bar-juice-5000-nic-salts-10ml-40vg-60pg
/products/20mg-elf-bar-dual-10k-pod-vape-kit,https://vapourism.myshopify.com/products/20mg-elf-bar-dual-10k-pod-vape-kit,https://www.vapourism.co.uk/products/20mg-elf-bar-dual-10k-pod-vape-kit
/products/the-shroom-shop-agaricus-blazei-45000mg-capsules-90-caps,https://vapourism.myshopify.com/products/the-shroom-shop-agaricus-blazei-45000mg-capsules-90-caps,https://www.vapourism.co.uk/products/the-shroom-shop-agaricus-blazei-45000mg-capsules-90-caps
/products/20mg-juice-bar-salts-10ml-nic-salts-pack-of-5-50vg-50pg,https://vapourism.myshopify.com/products/20mg-juice-bar-salts-10ml-nic-salts-pack-of-5-50vg-50pg,https://www.vapourism.co.uk/products/20mg-juice-bar-salts-10ml-nic-salts-pack-of-5-50vg-50pg
/products/6mg-muse-nicotine-pouches-cdu-bundle-30-units-free-stand,https://vapourism.myshopify.com/products/6mg-muse-nicotine-pouches-cdu-bundle-30-units-free-stand,https://www.vapourism.co.uk/products/6mg-muse-nicotine-pouches-cdu-bundle-30-units-free-stand
/products/darwin-cbd-500mg-cool-sport-balm-10ml,https://vapourism.myshopify.com/products/darwin-cbd-500mg-cool-sport-balm-10ml,https://www.vapourism.co.uk/products/darwin-cbd-500mg-cool-sport-balm-10ml
/products/10mg-solstice-by-wick-liquor-10ml-nic-salts-50vg-50pg,https://vapourism.myshopify.com/products/10mg-solstice-by-wick-liquor-10ml-nic-salts-50vg-50pg,https://www.vapourism.co.uk/products/10mg-solstice-by-wick-liquor-10ml-nic-salts-50vg-50pg
/products/20mg-ohm-boy-slt-10ml-nic-salt-50vg-50pg,https://vapourism.myshopify.com/products/20mg-ohm-boy-slt-10ml-nic-salt-50vg-50pg,https://www.vapourism.co.uk/products/20mg-ohm-boy-slt-10ml-nic-salt-50vg-50pg
/products/hempthy-2000mg-cbd-oil-full-spectrum-food-supplement-mixed-berries-30ml,https://vapourism.myshopify.com/products/hempthy-2000mg-cbd-oil-full-spectrum-food-supplement-mixed-berries-30ml,https://www.vapourism.co.uk/products/hempthy-2000mg-cbd-oil-full-spectrum-food-supplement-mixed-berries-30ml
/products/20mg-ivg-pro-12-prefilled-pod-vape-kit-10000-puffs,https://vapourism.myshopify.com/products/20mg-ivg-pro-12-prefilled-pod-vape-kit-10000-puffs,https://www.vapourism.co.uk/products/20mg-ivg-pro-12-prefilled-pod-vape-kit-10000-puffs
/products/purple-dank-1000mg-cbd-raw-paste-with-natural-terpenes-biscotti-buy-1-get-1-free,https://vapourism.myshopify.com/products/purple-dank-1000mg-cbd-raw-paste-with-natural-terpenes-biscotti-buy-1-get-1-free,https://www.vapourism.co.uk/products/purple-dank-1000mg-cbd-raw-paste-with-natural-terpenes-biscotti-buy-1-get-1-free
/products/1-step-cbd-100mg-full-spectrum-cbd-spearmint-taffy-grab-bag-60g,https://vapourism.myshopify.com/products/1-step-cbd-100mg-full-spectrum-cbd-spearmint-taffy-grab-bag-60g,https://www.vapourism.co.uk/products/1-step-cbd-100mg-full-spectrum-cbd-spearmint-taffy-grab-bag-60g
/products/18mg-ice-cool-nic-shot-10ml-by-nic-nic-70vg-30pg,https://vapourism.myshopify.com/products/18mg-ice-cool-nic-shot-10ml-by-nic-nic-70vg-30pg,https://www.vapourism.co.uk/products/18mg-ice-cool-nic-shot-10ml-by-nic-nic-70vg-30pg
/products/hempthy-1000mg-cbd-oil-full-spectrum-mixed-berries-10ml,https://vapourism.myshopify.com/products/hempthy-1000mg-cbd-oil-full-spectrum-mixed-berries-10ml,https://www.vapourism.co.uk/products/hempthy-1000mg-cbd-oil-full-spectrum-mixed-berries-10ml
/products/20mg-geek-bar-up-10000-prefilled-pod-vape-kit,https://vapourism.myshopify.com/products/20mg-geek-bar-up-10000-prefilled-pod-vape-kit,https://www.vapourism.co.uk/products/20mg-geek-bar-up-10000-prefilled-pod-vape-kit
/products/purple-dabz-by-purple-dank-1000mg-cbd-crumble-original-buy-1-get-1-free,https://vapourism.myshopify.com/products/purple-dabz-by-purple-dank-1000mg-cbd-crumble-original-buy-1-get-1-free,https://www.vapourism.co.uk/products/purple-dabz-by-purple-dank-1000mg-cbd-crumble-original-buy-1-get-1-free
/products/sensi-skin-100mg-cbd-cooling-gel-100g-buy-1-get-1-free,https://vapourism.myshopify.com/products/sensi-skin-100mg-cbd-cooling-gel-100g-buy-1-get-1-free,https://www.vapourism.co.uk/products/sensi-skin-100mg-cbd-cooling-gel-100g-buy-1-get-1-free
/products/mission-c-day-500mg-cbd-oil-10ml,https://vapourism.myshopify.com/products/mission-c-day-500mg-cbd-oil-10ml,https://www.vapourism.co.uk/products/mission-c-day-500mg-cbd-oil-10ml
/products/the-shroom-shop-maitake-mushroom-45000mg-capsules-90-caps,https://vapourism.myshopify.com/products/the-shroom-shop-maitake-mushroom-45000mg-capsules-90-caps,https://www.vapourism.co.uk/products/the-shroom-shop-maitake-mushroom-45000mg-capsules-90-caps
/products/1-step-cbd-2000mg-cbd-e-liquid-120ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/1-step-cbd-2000mg-cbd-e-liquid-120ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/1-step-cbd-2000mg-cbd-e-liquid-120ml-buy-1-get-1-free
/products/oxva-xlim-pro-2-pod-vape-kit-30w,https://vapourism.myshopify.com/products/oxva-xlim-pro-2-pod-vape-kit-30w,https://www.vapourism.co.uk/products/oxva-xlim-pro-2-pod-vape-kit-30w
/products/20mg-vault-bar-10k-prefilled-pod-vape-kit,https://vapourism.myshopify.com/products/20mg-vault-bar-10k-prefilled-pod-vape-kit,https://www.vapourism.co.uk/products/20mg-vault-bar-10k-prefilled-pod-vape-kit
/products/purple-dank-1000mg-pure-cbd-isolate-buy-1-get-1-free,https://vapourism.myshopify.com/products/purple-dank-1000mg-pure-cbd-isolate-buy-1-get-1-free,https://www.vapourism.co.uk/products/purple-dank-1000mg-pure-cbd-isolate-buy-1-get-1-free
/products/why-so-cbd-80-full-spectrum-cbd-crumble-5g,https://vapourism.myshopify.com/products/why-so-cbd-80-full-spectrum-cbd-crumble-5g,https://www.vapourism.co.uk/products/why-so-cbd-80-full-spectrum-cbd-crumble-5g
/products/nkd-truth-350mg-cbd-lavender-muscle-massage-oil-175ml,https://vapourism.myshopify.com/products/nkd-truth-350mg-cbd-lavender-muscle-massage-oil-175ml,https://www.vapourism.co.uk/products/nkd-truth-350mg-cbd-lavender-muscle-massage-oil-175ml
/products/sensi-skin-100mg-cbd-body-scrub-100g-buy-1-get-1-free,https://vapourism.myshopify.com/products/sensi-skin-100mg-cbd-body-scrub-100g-buy-1-get-1-free,https://www.vapourism.co.uk/products/sensi-skin-100mg-cbd-body-scrub-100g-buy-1-get-1-free
/products/5cbd-by-british-cannabis-500mg-cbd-full-plant-extract-super-lemon-haze-10ml,https://vapourism.myshopify.com/products/5cbd-by-british-cannabis-500mg-cbd-full-plant-extract-super-lemon-haze-10ml,https://www.vapourism.co.uk/products/5cbd-by-british-cannabis-500mg-cbd-full-plant-extract-super-lemon-haze-10ml
/products/slush-it-100ml-shortfills-0mg-70vg-30pg,https://vapourism.myshopify.com/products/slush-it-100ml-shortfills-0mg-70vg-30pg,https://www.vapourism.co.uk/products/slush-it-100ml-shortfills-0mg-70vg-30pg
/products/max-strength-vegan-gummies-400g-mixed,https://vapourism.myshopify.com/products/max-strength-vegan-gummies-400g-mixed,https://www.vapourism.co.uk/products/max-strength-vegan-gummies-400g-mixed
/products/realest-cbd-1500mg-broad-spectrum-cbd-e-liquid-120ml-buy-1-get-1-free,https://vapourism.myshopify.com/products/realest-cbd-1500mg-broad-spectrum-cbd-e-liquid-120ml-buy-1-get-1-free,https://www.vapourism.co.uk/products/realest-cbd-1500mg-broad-spectrum-cbd-e-liquid-120ml-buy-1-get-1-free
/products/20mg-ivg-air-prefilled-pods-2ml-1200-puffs-2-pcs,https://vapourism.myshopify.com/products/20mg-ivg-air-prefilled-pods-2ml-1200-puffs-2-pcs,https://www.vapourism.co.uk/products/20mg-ivg-air-prefilled-pods-2ml-1200-puffs-2-pcs
/products/opus-magnum-70mg-cbd-patches-12-pack,https://vapourism.myshopify.com/products/opus-magnum-70mg-cbd-patches-12-pack,https://www.vapourism.co.uk/products/opus-magnum-70mg-cbd-patches-12-pack
/products/zombie-blood-100ml-shortfill-0mg-50vg-50pg,https://vapourism.myshopify.com/products/zombie-blood-100ml-shortfill-0mg-50vg-50pg,https://www.vapourism.co.uk/products/zombie-blood-100ml-shortfill-0mg-50vg-50pg
/products/cbtea-250mg-cold-pressed-full-spectrum-cbd-earl-grey-tea-100g,https://vapourism.myshopify.com/products/cbtea-250mg-cold-pressed-full-spectrum-cbd-earl-grey-tea-100g,https://www.vapourism.co.uk/products/cbtea-250mg-cold-pressed-full-spectrum-cbd-earl-grey-tea-100g
/products/momo-originals-50ml-shortfill-0mg-70vg-30pg,https://vapourism.myshopify.com/products/momo-originals-50ml-shortfill-0mg-70vg-30pg,https://www.vapourism.co.uk/products/momo-originals-50ml-shortfill-0mg-70vg-30pg
/products/nebula-infusion-chef,https://vapourism.myshopify.com/products/nebula-infusion-chef,https://www.vapourism.co.uk/products/nebula-infusion-chef
/products/killa-kandy-100ml-shortfill-0mg-80vg-20pg,https://vapourism.myshopify.com/products/killa-kandy-100ml-shortfill-0mg-80vg-20pg,https://www.vapourism.co.uk/products/killa-kandy-100ml-shortfill-0mg-80vg-20pg
/products/no-frills-collection-slushed-80ml-shortfill-0mg-80vg-20pg,https://vapourism.myshopify.com/products/no-frills-collection-slushed-80ml-shortfill-0mg-80vg-20pg,https://www.vapourism.co.uk/products/no-frills-collection-slushed-80ml-shortfill-0mg-80vg-20pg
/products/20mg-ivg-2400-reload-prefilled-pods-2ml-2400-puffs-2-pcs,https://vapourism.myshopify.com/products/20mg-ivg-2400-reload-prefilled-pods-2ml-2400-puffs-2-pcs,https://www.vapourism.co.uk/products/20mg-ivg-2400-reload-prefilled-pods-2ml-2400-puffs-2-pcs
/products/0mg-riot-squad-punx-50ml-shortfill-70vg-30pg,https://vapourism.myshopify.com/products/0mg-riot-squad-punx-50ml-shortfill-70vg-30pg,https://www.vapourism.co.uk/products/0mg-riot-squad-punx-50ml-shortfill-70vg-30pg
/products/6mg-ohm-boy-longfill-booster-kit-nicotine-salt-50vg-50pg,https://vapourism.myshopify.com/products/6mg-ohm-boy-longfill-booster-kit-nicotine-salt-50vg-50pg,https://www.vapourism.co.uk/products/6mg-ohm-boy-longfill-booster-kit-nicotine-salt-50vg-50pg
/products/feel-supreme-6000ug-vitamin-k2-mk7-capsules-60-caps,https://vapourism.myshopify.com/products/feel-supreme-6000ug-vitamin-k2-mk7-capsules-60-caps,https://www.vapourism.co.uk/products/feel-supreme-6000ug-vitamin-k2-mk7-capsules-60-caps
/products/10mg-aisu-mizu-by-zap-10ml-bar-salts-50vg-50pg,https://vapourism.myshopify.com/products/10mg-aisu-mizu-by-zap-10ml-bar-salts-50vg-50pg,https://www.vapourism.co.uk/products/10mg-aisu-mizu-by-zap-10ml-bar-salts-50vg-50pg
/products/purple-dank-strain-profile-premium-terpenes-stardawg,https://vapourism.myshopify.com/products/purple-dank-strain-profile-premium-terpenes-stardawg,https://www.vapourism.co.uk/products/purple-dank-strain-profile-premium-terpenes-stardawg
